Sl No.,Date,Startup Name,Industry Category,Sub-Category,City  Location,Investors Name,Investment Type,Amount in USD,Remarks
1593,10/6/2016,Kickstart Jobs,Technology,Entry level hiring platform,Gurgaon,"Vivek Joshi, Mohit Satyanand, Amit Banati, Arun Khanna",Seed Funding,,N/A
1594,10/6/2016,Freshee,FMCG,Household packaging & Storage product manufacturer,Mumbai,Edelweiss Private Equity,Private Equity Funding,,N/A
1595,10/6/2016,MadRat Games,Technology,Wearable Gaming Platform,Bangalore,"Ratan Tata, Bhavish Aggarwal, Ankit Bhati, Binny Bansal, Girish Mathrubootham",Seed Funding,,N/A
1596,11/6/2016,Jazzmyride,eCommerce,Auto Parts & Accessories eTailer,New Delhi,TVS Automobile Solutions Ltd,Private Equity Funding,,N/A
1597,11/6/2016,AutoSense,Technology,Data Analytics based Customer Management Services,New Delhi,TVS Automobile Solutions Ltd,Private Equity Funding,,N/A
1598,11/6/2016,Redsun Telematics,Consumer Internet,Internet of Things Platform,Chennai,TVS Automobile Solutions Ltd,Private Equity Funding,,N/A
1599,6/13/2016,KhanaGadi,Consumer Internet,Online Food Delivery for Train Travelers,Jaipur,50K Ventures,Seed Funding,,N/A
1600,6/13/2016,Bombay Shirt Company,eCommerce,Online custom Shirt retailer,Mumbai,undisclosed investor,Private Equity Funding,"10,00,000",N/A
1601,6/13/2016,Matrubharti,Consumer Internet,e-Book Publisher,N/A,Viridian Capital,Seed Funding,"$30,000.00",N/A
1602,6/14/2016,EdTechReview,Consumer Internet,Education based online portal,New Delhi,EVC Ventures,Seed Funding,,N/A
1603,6/14/2016,Bonhomia,Food & Beverage,Premium Tea & Coffee Capsules maker,New Delhi,Valpro Capital and existing investors,Private Equity Funding,,N/A
1604,6/14/2016,Gobolt,Logistics,B2B Logistics provider,New Delhi,MCube8,Seed Funding,,N/A
1605,6/14/2016,Jivox,Technology,Data Driven Advertising platform,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity Funding,"60,00,000",N/A
1606,6/14/2016,Sminq,Consumer Internet,Queue management Mobile app,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,"10,00,000",N/A
1607,6/14/2016,CureJoy,Consumer Internet,Online Alternative health community platform,Bangalore,Accel Partners India,Private Equity Funding,"44,00,000",N/A
1608,6/15/2016,Oneway.cab,Consumer Internet,Taxi Rental Platform,Vadodara,Indian Angel Network,Seed Funding,"4,50,000",N/A
1609,6/15/2016,GrabOnRent,eCommerce,On-demand product rental marketplace,Bangalore,IvyCap Ventures and Unicorn India Ventures,Private Equity Funding,,N/A
1610,6/16/2016,Diro Labs,Consumer Internet,Contact Management Mobile App,New Delhi,Info Edge (India) Ltd,Private Equity Funding,"4,50,000",N/A
1611,6/16/2016,Unnati Helpers,Consumer Internet,Help Hiring Platform,Gurgaon,Info Edge (India) Ltd,Private Equity Funding,"6,00,000",N/A
1612,6/16/2016,Athletto,Consumer Internet,Sports Venue discovery and booking platform,Bangalore,Atul Ingle,Seed Funding,,N/A
1613,6/16/2016,Saavn,Consumer Internet,Web/Mobile Music Streaming service,USA,Guy Oseary,Private Equity Funding,,N/A
1614,6/16/2016,Voonik,eCommerce,Online Women\\xe2\\x80\\x99s Fashion Marketplace,Bangalore,Sequoia Capital,Private Equity Funding,"2,00,00,000",N/A
1615,6/16/2016,ThinkPhi,Technology,Sustainable Green Tech Solution developer,Mumbai,Nimmagadda Prasad,Seed Funding,,N/A
1616,6/17/2016,Cleartax,Consumer Internet,Online Tax Filing Platform,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity Funding,"1,20,00,000",N/A
1617,6/17/2016,Silvan Innovation Labs,Technology,Home Automation Solutions,Bangalore,Infuse Ventures,Private Equity Funding,"9,00,000",N/A
1618,6/17/2016,GreytHR,Technology,Payroll & HR Software Developer,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity Funding,"52,00,000",N/A
1619,6/17/2016,Duffl,eCommerce,Fashion Rental Marketplace,Bangalore,BetOnIndia Technology Pvt Ltd,Seed Funding,,N/A
1620,6/17/2016,BYG,Consumer Internet,Fitness centre Discovery & Booking Mobile app,Bangalore,"Sanjay Verma, Amit Khanna (LetsVenture)",Seed Funding,,N/A
1621,6/20/2016,Dipper,eCommerce,Freight Logistics Marketplace,New Delhi,Undisclosed investor,Seed Funding,,N/A
1622,6/20/2016,Qonfuse,Consumer Internet,Online Test Papers for competitive exams,New Delhi,Hamraj Kumar,Seed Funding,,N/A
1623,6/20/2016,The Indian IRIS,Consumer Internet,Govt Policy Research & Information portal,Ahmedabad,Timbru Ventures,Seed Funding,,N/A
1624,6/21/2016,Onspoon,Consumer Internet,Online Platform for Event Sponsorship,Mumbai,Swan Angel Network,Seed Funding,"1,50,000",N/A
1625,6/21/2016,REstate,Consumer Internet,Real Estate Platform,Bangalore,Idein Ventures,Seed Funding,,N/A
1626,6/21/2016,Cleartrip,Consumer Internet,Online Travel Agency,Mumbai,"Concur Technologies, Gund Investment",Private Equity Funding,,N/A
1627,6/21/2016,ProcMart,Consumer Internet,Online Procurement Marketplace,Noida,IndiaMart,Private Equity Funding,,N/A
1628,6/21/2016,Celerix,Technology,Fintech Product Development & Services Startup,Bangalore,Bitkemy Ventures,Seed Funding,"4,00,000",N/A
1629,6/21/2016,NatureNama,Consumer Internet,Online Outdoors & travel,Mumbai,Unicorn Venture,Seed Funding,"2,25,000",N/A
1630,6/21/2016,CyclopsMedtech,Technology,Medical Technology Provider,Bangalore,CP Bothra,Seed Funding,,N/A
1631,6/21/2016,Syona Cosmetics,FMCG,Beauty Products & Training to Salons & Spas,Chennai,The Chennai Angels,Seed Funding,"1,50,000",N/A
1632,6/21/2016,PrettySecrets,eCommerce,Women Lingerie Store,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity Funding,"60,00,000",N/A
1633,6/22/2016,SpiderG,Consumer Internet,Online invoice app for SMEs,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,"1,50,000",N/A
1634,6/23/2016,FarEye,Technology,Logistics Management Software,New Delhi,Saif Partners,Private Equity Funding,"35,00,000",N/A
1635,6/23/2016,The Uolo,Consumer Internet,School Parent Communication App,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,"2,10,000",N/A
1636,6/23/2016,Staqu,Technology,Artificial Intelligence based search platform,Gurgaon,Indian Angel Network,Seed Funding,,N/A
1637,6/23/2016,Padhopadhao,Consumer Internet,Home Tutors search & Discovery,New Delhi,Rise India,Private Equity Funding,,N/A
1638,6/24/2016,Drivify,Consumer Internet,Professional Driver discovery & Booking Mobile app,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,"$50,000.00",N/A
1639,6/24/2016,PratiLipi,Consumer Internet,Multi-Lingual self-publishing platform,Bangalore,Nexus Venture Partners,Seed Funding,,N/A
1640,6/24/2016,ParaBlu,Technology,Cloud Data Security & Privacy Solutions,Bangalore,Kalaari Capital,Seed Funding,"5,00,000",N/A
1641,6/24/2016,Schedulers Logistics,Logistics,Cold Storage Logistics solutions,Mumbai,GVFL,Private Equity Funding,"60,00,000",N/A
1642,6/24/2016,LEAP India,Others,Supply Chain Equipment & Services provider,Mumbai,Mayfield Ventures,Private Equity Funding,"30,00,000",N/A
1643,6/24/2016,KabadiExpress,Others,Free Door Step Scrap Pickup Service,New Delhi,Undisclosed investor,Seed Funding,"1,48,000",N/A
1644,6/27/2016,YourDost,Consumer Internet,Online counselling & Personal coaching platform,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,"12,00,000",N/A
1645,6/27/2016,Gomalon,Consumer Internet,Online Spa & Salon discovery & Booking platform,Bangalore,Undisclosed investor,Seed Funding,"1,00,000",N/A
1646,6/27/2016,Voler Cars,Consumer Internet,Self-Driven Car rental platform,New Delhi,"Kanodia family, Amit Banka",Seed Funding,,N/A
1647,6/27/2016,Travelyaari,Consumer Internet,Online ticket booking platform,Bangalore,GVFL Ltd,Private Equity Funding,"30,00,000",N/A
1648,6/28/2016,FabHotels,Consumer Internet,Online Hotel aggregator & Booking platform,Gurgaon,"Accel Partners, RB Investments",Private Equity Funding,"80,00,000",N/A
1649,6/28/2016,Locanix,Technology,GPS based SaaS Solutions,Ahmedabad,Undisclosed investors,Seed Funding,"3,00,000",N/A
1650,6/28/2016,LendingKart,Consumer Internet,Online Working Capital Business Loans Platform,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity Funding,"3,20,00,000",N/A
1651,6/28/2016,Hello Tax,Consumer Internet,Online Tax Filing Platform,New Delhi,Sanjeev Sinha,Seed Funding,"2,95,000",N/A
1652,6/28/2016,MySuperBrain,Consumer Internet,Online Talent Discovery Platform for Kids,Hyderabad,Soniks Consulting,Seed Funding,,N/A
1653,6/28/2016,BlogBeats,Consumer Internet,Online Blogging Platform,Bangalore,Undisclosed Investor,Seed Funding,,N/A
1654,6/29/2016,LetReach,eCommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private Equity Funding,"1,00,000",N/A
1655,6/29/2016,TrendieApp,Technology,Visual Content Marketing,Kolkata,Harsh Vardhan Hada,Seed Funding,"$50,000.00",N/A
1656,6/29/2016,ImpactGuru,Consumer Internet,Crowdfunding Platform,Mumbai,Piyush Jain,Seed Funding,,N/A
1657,6/29/2016,Velvetcase,eCommerce,Online designer jewellery marketplace,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity Funding,"15,00,000",N/A
1658,6/30/2016,Meru Cabs,Consumer Internet,Online/ Mobile Tax Cab booking,Mumbai,Brand Capital,Private Equity Funding,"2,50,00,000",N/A
1659,6/30/2016,Campus Diaries,Consumer Internet,Student focussed Content Discovery portal,Bangalore,Aarin Capital,Seed Funding,"2,20,000",N/A
1660,6/30/2016,Scripbox,Consumer Internet,Online Mutual Fund Investment platform,Bangalore,"Omidyar Network, Accel Partners & existing investors",Private Equity Funding,,N/A
1661,6/30/2016,Biryani Blues,Food & Beverage,QSR Chain,Gurgaon,Carpediem Capital & Others,Private Equity Funding,"3,68,000",N/A
1662,1/5/2016,MotoMojo,Consumer Internet,Mobile based Vehicle maintenance App,Mumbai,"Niloufer Dundh, Fauzan Rahim, Balamurugan Mani,",Seed Funding,,N/A
1663,1/5/2016,Get My Parking,Technology,Parking Technology Platform,New Delhi,The Chennai Angels,Seed Funding,"3,76,000",N/A
1664,1/5/2016,Prescribez,Consumer Internet,Health Service Aggregator Platform,Pune,Ankush Mehta,Seed Funding,"1,45,000",N/A
1665,2/5/2016,Airwood,Technology,Agri Data & Analytics Platform,Chennai,StartupXseed Ventures,Seed Funding,,N/A
1666,3/5/2016,Mobikwik,Consumer Internet,Mobile & Digital Wallet,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity Funding,"5,00,00,000",N/A
1667,3/5/2016,iDreamCareer,Consumer Internet,Career Planning Services Portal,New Delhi,Brand Capital,Private Equity Funding,,N/A
1668,3/5/2016,Zwayam,Consumer Internet,Online Recruitment Platform,Bangalore,Undisclosed investors,Seed Funding,"2,50,000",N/A
1669,3/5/2016,BoiBanit,Consumer Internet,Online Food Delivery platform,Vadodara,Undisclosed investors,Seed Funding,,N/A
1670,3/5/2016,Zuver,Consumer Internet,Car driver Discovery App,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,"1,80,000",N/A
1671,3/5/2016,Prepathon,Education,Competitive Exam learning platform,Mumbai,Blume Ventures,Private Equity Funding,,N/A
1672,4/5/2016,EasyRoads,Consumer Internet,Road Trip planning Mobile app,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,"2,00,000",N/A
1673,4/5/2016,Lenskart,eCommerce,Eyewear & Accessories etailer,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity Funding,"6,00,00,000",N/A
1674,4/5/2016,Seclore,Technology,Enterprise Security Technology platform,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity Funding,"1,20,00,000",N/A
1675,4/5/2016,SolarTown,Technology,Solar Rooftop system installation company,Chennai,Grex.in,Seed Funding,"2,00,000",N/A
1676,4/5/2016,Comarete,Technology,Telecom & Media IT services company,Pune,Grex.in,Seed Funding,"2,00,000",N/A
1677,4/5/2016,MyDentistChoice,eCommerce,Medical Supplies eTailer,Hyderabad,Undisclosed investors,Seed Funding,"1,50,000",N/A
1678,4/5/2016,Active.ai,Technology,Intelligent Tech platform for Finance vertical,Singapore,Kalaari Capital Accelerator Program,Seed Funding,"5,00,000",N/A
1679,4/5/2016,Affordplan,Technology,Affordable non-emergency medical service health plans,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,"5,00,000",N/A
1680,4/5/2016,Indee,Consumer Internet,Web Video Streaming Platform,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,"5,00,000",N/A
1681,5/5/2016,Unbxd,Technology,eCommerce product discovery software,New Delhi,"IDG Ventures, Inventus Capital, Indian Angel Network",Private Equity Funding,,N/A
1682,5/5/2016,WebAlligator,Consumer Internet,Cloud Based Software Solutions,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,"3,75,000",N/A
1683,6/5/2016,EduAce Services,Education,Education Workshops & mentoring programs,Lucknow,MoMagic Technologies,Private Equity Funding,"10,00,000",N/A
1684,6/5/2016,Meesho,eCommerce,Social commerce platform,Bangalore,Rajul Garg & Others,Seed Funding,,N/A
1685,7/5/2016,Zebroads,Logistics,Logistics and Warehousing services,Hyderabad,Undisclosed investors,Seed Funding,"$75,000.00",N/A
1686,9/5/2016,Locus,Technology,Logistics Intelligence platform,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity Funding,"27,50,000",N/A
1687,9/5/2016,Toko Innovations,Consumer Internet,Children\\xe2\\x80\\x99s Entertainment Portal,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding,"4,50,000",N/A
1688,9/5/2016,Rentickle,eCommerce,"Furniture, appliances Portal",New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,"2,50,000",N/A
1689,10/5/2016,HealthifyMe,Consumer Internet,Health & Fitness App,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity Funding,"60,00,000",N/A
1690,10/5/2016,Zarget,Consumer Internet,Conversion Rate Optimization Platform,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity Funding,"15,00,000",N/A
1691,10/5/2016,InnoNano Research,Technology,Clean Water Technology,Chennai,NanoHoldings,Private Equity Funding,"1,80,00,000",N/A
1692,10/5/2016,SchoolWear,eCommerce,School Uniform & Supplies Marketplace,Mumbai,Undisclosed investors,Seed Funding,"15,00,000",N/A
1693,10/5/2016,Swiggy,Consumer Internet,Food Delivery Platform,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity Funding,"70,00,000",N/A
1694,11/5/2016,Zenify,Consumer Internet,Home rental Discovery & Booking Portal,Bangalore,Undisclosed Investors,Private Equity Funding,"9,00,000",N/A
1695,11/5/2016,Faircent,Consumer Internet,Online Peer to Peer Lending platform,Gurgaon,"JM Financial Products Ltd, Arun Tadanki, Doreswamy Nandkishore, Kshitij Jain",Private Equity Funding,,N/A
1696,11/5/2016,Fractal Analytics,Technology,Data Analytics Company,Mumbai,Khazanah Nasional Berhad,Private Equity Funding,"10,00,00,000",N/A
1697,12/5/2016,Unacademy,Consumer Internet,Free Online Education Platform,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,"5,00,000",N/A
1698,12/5/2016,Capital Float,Consumer Internet,Online Lending Platform,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity Funding,"2,50,00,000",N/A
1699,12/5/2016,Life Circle,Healthcare,Senior Healthcare Services,Hyderabad,GROUPE SOS,Private Equity Funding,"1,50,000",N/A
1700,12/5/2016,Dream Wallets,Consumer Internet,Online Crowdfunding platform,Jaipur,"Rakesh Gupta, Aditya Aggarwal, Siddharth Banerjee, Vikas Ranjan, Anshul Jindal, Sunil Koul, and Sanjeev Agrawal",Seed Funding,,N/A
1701,12/5/2016,ShabdNagari,Consumer Internet,Hindi social networking portal,Kanpur,ah! Ventures,Seed Funding,,N/A
1702,12/5/2016,Galleri5,Consumer Internet,Visual Content Discovery platform,Bangalore,"Phanindra Sama, Raghunandan G,",Seed Funding,,N/A
1703,12/5/2016,Derbii,Logistics,Carpooling Services,Gurgaon,Anurag Chauhan,Seed Funding,,N/A
1704,5/13/2016,StayZilla,Consumer Internet,Budget Room Aggregator Booking platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity Funding,"1,35,00,000",N/A
1705,5/13/2016,WoW Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity Funding,"22,00,000",N/A
1706,5/16/2016,Smartivity,eCommerce,Smart Learning products,Delhi,"S Chand, AdvantEdge Partners",Private Equity Funding,"10,00,000",N/A
1707,5/16/2016,BedBathMore,Consumer Internet,Home Decor eMarketplace,Mumbai,"Kinnevik Group, Rocket Internet",Private Equity Funding,,N/A
1708,5/17/2016,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Rata Tata,Private Equity Funding,,N/A
1709,5/17/2016,Crownit,Consumer Internet,Mobile customer rewards management platform,Gurgaon,"Undisclosed investors, Accel Partners, Helion Venture Partners",Private Equity Funding,,N/A
1710,5/17/2016,Blinge,eCommerce,Apparel Rental platform,Mumbai,"Anupam Mittal, Anuj Srivastava, Ankit Nagori",Seed Funding,,N/A
1711,5/18/2016,TheSmartQ,Consumer Internet,Food Ordering Mobile App,Bangalore,YourNest Angel Fund,Seed Funding,"2,50,000",N/A
1712,5/18/2016,PurpleHealth,Consumer Internet,Online health-on-demand platform,Trivandrum,Katabole Technology Venture,Seed Funding,"1,00,000",N/A
1713,5/18/2016,Fundamentor,Education,Aptitude Development Program,Pune,Subramanya SV,Seed Funding,,N/A
1714,5/18/2016,EduPristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity Funding,"1,00,00,000",N/A
1715,5/18/2016,BhiveWorkspace,Reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity Funding,"10,00,000",N/A
1716,5/18/2016,Parentlane,Consumer Internet,Parenting & Child Care app,Bangalore,"Sujeet Kumar, Aprameya, Sumit Jain, Subramanya Venkat, Venk, Ravi Machani, Hitesh Gupta, Rohit Choudhary",Seed Funding,,N/A
1717,5/19/2016,Appie,Consumer Internet,Location-based offline retail discovery platform,Mumbai,Undisclosed investors,Seed Funding,"10,00,000",N/A
1718,5/19/2016,Niki.ai,Technology,Artificial Intelligence Platform,Bangalore,Ratan Tata,Private Equity Funding,,N/A
1719,5/19/2016,TaxiVaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed HNIs,Seed Funding,"5,00,000",N/A
1720,5/19/2016,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,"5,00,000",N/A
1721,5/20/2016,i2ifunding,Consumer Internet,Online Peer to Peer Funding,Noida,Undisclosed Investors,Seed Funding,"3,00,000",N/A
1722,5/23/2016,EduRev,Consumer Internet,Online Learning Platform,Gurgaon,Pradeep Reddy Kamasan,Seed Funding,,N/A
1723,5/23/2016,Hoppingo,Consumer Internet,Fashion Discovery platform,New Delhi,vCommission,Seed Funding,"$89,000.00",N/A
1724,5/24/2016,Eatonomist,Consumer Internet,Food Delivery Platform,Gurgaon,MCube Capital Advisors Pvt Ltd,Seed Funding,,N/A
1725,5/24/2016,Goalwise,Consumer Internet,Online investment platform,Bangalore,Undisclosed HNIs,Seed Funding,"10,00,000",N/A
1726,5/25/2016,Roast,Consumer Internet,Mobile entertainment App,New Delhi,Indian Angel Network,Seed Funding,,N/A
1727,5/25/2016,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity Funding,"15,00,000",N/A
